# name_mcp          name_NED                   ra_mcp_1      dec_mcp_1      redshift_maser   Lum_dis   maser   L_12um_bestfit_1   chi2_maser   logL_OIII_C   ref_num_3  
  2E1615+0611       2MASXJ16174561+0603530     244.44015     6.064888889    0.03784          166.82    0       43.0               0.545        ---           ---        
  KUG1618+410       KUG1618+410                244.9638042   40.97975       0.03787          166.96    0       42.59              0.677        ---           ---        
  KUG1624+351       KUG1624+351                246.6516667   35.04505556    0.03417          150.24    0       42.06              1.011        39.79         1          
  3C338             NGC6166`                   247.1603333   39.55169444    0.03035          132.98    0       40.88              0.214        38.77         1          
  MARK885           MARK885                    247.4510542   67.37830556    0.02531          110.56    0       42.48              0.017        ---           ---        
  Mrk883            VV807                      247.4703625   24.44388889    0.03747          165.15    0       43.0               0.767        ---           ---        
  IRAS16288+3929    WISEJ163032.66+392303.2    247.636075    39.38408333    0.03054          133.92    2       43.0               0.885        41.36         1          
  SDSSJ16319+2437   SDSSJ163159.58+243740.2    247.9982958   24.62788889    0.04344          192.29    0       42.7               0.038        ---           ---        
  NGC6251           NGC6251                    248.1332079   82.53786111    0.02469          107.8     0       42.58              0.095        ---           ---        
  NGC6217           NGC6217                    248.1633333   78.19802778    0.00454          19.52     0       41.76              0.639        39.38         2          
  IGRJ16385-2057    2MASXJ16383091-2055246     249.6288333   -20.92355556   0.02635          115.19    0       43.88              0.131        ---           ---        
  2MASXJ16392368+   2MASXJ16392368+4338438     249.8487708   43.64541667    0.06122          274.44    0       41.62              0.839        39.84         1          
  NGC-6232          NGC6232                    250.8343333   70.63255556    0.01479          64.1      0       40.97              0.025        ---           ---        
  1SAXJ16506+043    NGC6230NED01               252.67805     4.604972222    0.03204          140.66    0       43.19              3.308        ---           ---        
  UGC10593          UGC10593                   253.0785833   55.9055        0.02913          127.61    0       43.18              0.197        ---           ---        
  NGC6240           NGC6240                    253.2452958   2.400916667    0.02446          106.78    2       43.78              0.162        42.25         8          
  Mrk501            Mrk501                     253.4675696   39.76016667    0.03364          147.85    0       42.57              1.199        ---           ---        
  NGC6264           NGC6264                    254.3172208   27.8495        0.03392          149.11    4       42.08              1.178        41.36         1          
  NGC6269           NGC6269                    254.49205     27.85441667    0.03478          152.99    0       40.9               2.564        ---           ---        
  NPM1G+52.0273     2MASXJ17002716+5159114     255.1132542   51.98638889    0.04797          213.03    0       42.35              0.106        ---           ---        
  NGC-6278          NGC6278                    255.2096958   23.01111111    0.00944          40.75     0       40.6               2.545        ---           ---        
  B31702+457        B31702+457                 255.8765958   45.68002778    0.06036          270.42    0       44.51              0.843        ---           ---        
  SDSSJ17153+5739   MCG+10-24-118              258.8274125   57.65877778    0.02805          122.78    0       41.93              1.545        40.61         1          
  NGC6300           NGC6300                    259.2477917   -62.82055556   0.0037           15.9      1       42.47              0.072        40.99         3          
  UGC10814NOTES01   UGC10814NOTES01            259.8103854   48.98027778    0.02415          105.4     0       42.89              0.017        ---           ---        
  3C353             3C353                      260.117325    -0.979666667   0.0304           133.3     0       42.57              2.603        ---           ---        
  MRK506            MRK506                     260.6662458   30.88138889    0.043            190.28    0       43.61              2.444        ---           ---        
  IRAS17208-0014    2MASXJ17232194-0017009     260.8414792   -0.283611111   0.04278          189.28    0       43.63              1.33         41.38         6          
  2MASXJ17232321+   2MASXJ17232321+3630097     260.8466958   36.50283333    0.03997          176.48    0       43.88              3.27         ---           ---        
  Zw300.062         CGCG300-062                265.822475    62.83933333    0.03298          144.88    0       42.97              1.115        ---           ---        
  Kaz163            VIIZw742                   266.7493333   68.60777778    0.063            282.58    0       43.97              0.922        ---           ---        
  Mrk507            Mrk507                     267.1598667   68.70438889    0.05586          249.47    0       43.53              0.02         41.20         9          
  NGC6552           NGC6552                    270.0301375   66.61508333    0.02647          115.73    0       43.41              0.01         42.40         3          
  NGC-6661          NGC6660                    278.6527917   22.90972222    0.01412          61.17     0       40.73              1.72         ---           ---        
  3C382             CGCG173-014                278.764125    32.69630556    0.05783          258.62    0       44.21              2.243        ---           ---        
  ESO103-G35        ESO103-G35                 279.58475     -65.42755556   0.01328          57.49     3       43.68              0.103        41.65         8          
  3C386             CGCG114-025                279.6093958   17.19725       0.01689          73.23     0       40.32              0.945        ---           ---        
  3C390.3           3C390.3                    280.5374579   79.77144444    0.05606          250.4     0       44.18              5.454        42.93         4          
  NGC-6701          NGC6701                    280.8019167   60.65338889    0.01329          57.23     0       42.37              0.042        40.93         6          
  CGCG341-006       CGCG341-006                281.3593167   72.18377778    0.04627          205.23    0       43.67              0.034        ---           ---        
  NGC-6703          NGC6703                    281.8284583   45.55063889    0.00791          34.11     0       40.13              0.853        37.59         2          
  UGC-11397         UGC11397                   285.9547917   33.84472222    0.01508          65.37     0       42.64              0.048        41.65         7          
  CGCG229-015       KIC006932990               286.3580792   42.46111111    0.02786          121.93    0       42.8               0.036        ---           ---        
  NGC-6764          NGC6764                    287.0682083   50.93325       0.00805          34.71     0       41.93              0.038        40.52         9          
  2MASXJ19271951+   2MASXJ19271951+6533539     291.8314167   65.565         0.01699          73.76     0       40.55              0.051        ---           ---        
  2MASXJ19373299-   2MASXJ19373299-0613046     294.3875417   -6.217916667   0.01025          44.27     0       43.02              0.179        ---           ---        
  NGC-6814          NGC6814                    295.66935     -10.32347222   0.00521          22.42     0       42.09              0.019        38.77         4          
  2MASXJ19471938+   2MASXJ19471938+4449425     296.83065     44.82838889    0.05386          240.19    0       43.94              0.476        ---           ---        
  3C403             3C403                      298.0658708   2.506694444    0.05896          263.89    3       44.21              0.017        ---           ---        
  CygA              CygnusA                    299.8681525   40.73397222    0.05604          250.3     0       43.93              0.069        ---           ---        
  1ES1959+650       WISEJ195959.83+650854.7    299.9993838   65.14855556    0.04697          208.44    0       43.25              1.225        ---           ---        
  NGC-6869          NGC6869                    300.1767083   66.22755556    0.00913          39.4      0       39.94              0.894        ---           ---        
  2MASXJ20005575-   2MASXJ20005575-1810274     300.2321458   -18.17416667   0.03709          163.43    0       44.34              0.758        ---           ---        
  2MASXJ20075129-   2MASXJ20075129-1108346     301.9637708   -11.14277778   0.03098          135.9     0       42.9               0.063        ---           ---        
  2010174+4800210   2MASXJ20101740+4800214     302.5725      48.00588889    0.02561          111.9     0       41.21              0.015        ---           ---        
  IGRJ20187+4041    2MASXJ20183871+4041003     304.6613333   40.68338889    0.01439          62.35     0       43.0               1.832        ---           ---        
  IGRJ20216+4359    2MASXJ20214907+4400399     305.454375    44.011         0.01699          73.76     0       41.24              0.068        ---           ---        
  2MASXJ20232535+   2MASXJ20232535+1131352     305.8557667   11.52633333    0.05635          251.74    0       44.37              0.342        ---           ---        
  MCG+04-48-002     MCG+04-48-002              307.1460833   25.73330556    0.01389          60.16     0       43.05              0.013        ---           ---        
  NGC6926           NGC6926                    308.2754583   -2.0275        0.0196           85.26     4       42.59              0.027        41.88         6          
  NGC6951           NGC6951                    309.3087083   66.10547222    0.00475          20.43     0       41.68              0.081        40.72         2          
  MRK509            MRK509                     311.040575    -10.72352778   0.03437          151.14    0       44.27              0.305        40.77         4          
  Mrk896            Mrk896                     311.5869542   -2.812472222   0.02641          115.46    0       43.28              0.042        ---           ---        
  IRAS20550+1656    IIZw096                    314.3495833   17.12747222    0.0361           158.81    3       43.49              0.109        40.93         6          
  CGCG425-034       CGCG425-034                315.5901667   10.97111111    0.02888          126.49    0       42.74              0.667        ---           ---        
  MCG-05.49.012     ESO464-G016                315.5990083   -28.17458333   0.03633          159.99    0       42.89              0.005        ---           ---        
  IIZw101           UGC11680NED01              316.92285     3.87225        0.02597          113.5     0       43.36              1.721        41.00         6          
  1H2107-097        2MASXJ21090996-0940147     317.2915417   -9.670861111   0.0265           115.86    0       43.6               2.518        ---           ---        
  2MASXJ21234458+   2MASXJ21234458+2504272     320.9357167   25.07438889    0.10193          469.8     0       44.41              3.723        ---           ---        
  J21354-2720       IRASF21318-2739            323.6874958   -27.43222222   0.06705          299.68    0       43.5               0.792        ---           ---        
  CGCG493-002       CGCG493-002                324.639325    32.08491667    0.02478          108.2     0       43.53              0.076        ---           ---        
  NGC7130           NGC7130                    327.0813333   -34.95122222   0.01614          70.02     0       43.24              0.023        42.54         3          
  J215650-074533    2MASXJ21564950-0745325     329.2063042   -7.759083333   0.05506          245.57    0       43.43              0.933        41.40         1          
  PGC067698         2MASXJ21565663-1139314     329.2358542   -11.65852778   0.02807          122.87    0       42.67              0.016        ---           ---        
  NGC7172           NGC7172                    330.5078792   -31.86980556   0.00868          37.45     0       43.08              0.764        39.83         3          
  2MASXJ22041914+   2MASXJ22041914+0333511     331.079875    3.563861111    0.06106          273.69    0       44.64              1.48         42.59         5          
  NGC7214           NGC7214                    332.282       -27.80941667   0.02311          100.79    0       43.3               0.036        ---           ---        
  IC5169            IC5169                     332.5415833   -36.08861111   0.01037          44.8      0       42.49              0.015        ---           ---        
  NGC-7252          NGC7252                    335.1864583   -24.67833333   0.01597          69.28     0       42.48              0.069        ---           ---        
  MCG+02-57-002     MCG+02-57-002              335.937575    11.83591667    0.02898          126.94    0       43.21              0.561        ---           ---        
  3C445             3C445                      335.956375    -2.103333333   0.05584          249.37    0       44.34              3.167        43.47         5          
  UGC12040          UGC12040                   336.7740833   36.36169444    0.02131          92.81     0       42.52              1.9          ---           ---        
  NGC-7284          NGC7284                    337.1497083   -24.84413889   0.0156           67.65     0       40.41              0.273        40.36         6          
  UGC12064          UGC12064                   337.83575     39.35836111    0.01712          74.33     0       39.75              0.142        ---           ---        
  223449-254037     ESO533-G050                338.707625    -25.67697222   0.02643          115.55    0       42.2               0.081        ---           ---        
  NGC-7314          NGC7314                    338.9424625   -26.05027778   0.00474          20.47     0       41.98              0.261        41.95         3          
  NGC7319           NGC7319                    339.0147708   33.97575       0.02249          98.04     0       42.95              4.146        39.84         4          
  MRK915            MRK915                     339.1937667   -12.54513889   0.02409          105.14    0       43.03              0.006        43            9          
  223656-221315     ESO602-G031                339.2330833   -22.22083333   0.03299          144.93    0       43.36              0.062        ---           ---        
  NGC7331           NGC7331                    339.266725    34.41566667    0.00272          11.68     0       41.36              3.544        38.59         2          
  UGC12138          UGC12138                   340.0710333   8.053888889    0.02496          109.0     0       43.53              1.275        42.13         5          
  UGC12163          UGC12163                   340.6639375   29.72530556    0.02468          107.71    0       43.54              1.028        ---           ---        
  3C452             3C452                      341.4532083   39.68775       0.08104          368.31    0       44.02              0.025        42.08         4          
  224937-191626     MCG-03-58-007              342.4047917   -19.27388889   0.03144          137.96    0       44.26              1.307        41.77         5          
  IRASF22514-1750   MR2251-178                 343.5241667   -17.58197222   0.06394          287.18    0       44.33              0.409        42.86         4          
  UGC12237          UGC12237                   343.5819583   11.78247222    0.02825          123.67    0       42.8               2.792        ---           ---        
  UGC12243          UGC12243                   343.68125     11.71413889    0.02829          123.85    0       42.47              0.311        ---           ---        
  IC1459            IC1459                     344.294195    -36.46225      0.00601          25.88     0       39.86              0.527        ---           ---        
  IRASF22548-3712   2MASXJ22573900-3656063     344.4127042   -36.93527778   0.03897          171.94    0       43.93              0.016        ---           ---        
  UGC12282          UGC12282                   344.73115     40.93136111    0.01698          73.71     0       42.29              0.075        40.08         11         
  Kaz320            Kaz320                     344.8870833   24.91830556    0.03448          151.64    0       43.43              2.449        ---           ---        
  NGC7465           NGC7465                    345.5040333   15.96475       0.00653          28.13     0       42.13              0.513        40.66         6          
  NGC-7469          NGC7469                    345.8150958   8.874          0.01631          70.77     0       43.81              0.199        43.11         4          
  XBSJ23040+0315    2MASXJ23040125+0315191     346.0052333   3.255361111    0.0358           157.59    0       42.24              2.51         ---           ---        
  Mrk926            Mrk926                     346.1811583   -8.685694444   0.04683          207.8     0       44.24              8.935        42.34         4          
  NGC7479           NGC7479                    346.2360417   12.32286111    0.00794          34.24     2       42.96              1.23         40.72         2          
  UGC12348          UGC12348                   346.3285042   0.189444444    0.02544          111.14    0       43.62              1.519        ---           ---        
  NGC-7541          NGC7541                    348.682875    4.534444444    0.00896          38.66     0       42.03              0.571        ---           ---        
  IC5298            IC5298                     349.0029167   25.55669444    0.0274           119.88    0       43.69              1.638        42.47         3          
  NGC7566           NGC7566                    349.1559583   -2.330666667   0.02653          116.0     0       41.06              1.316        ---           ---        
  NGC7589           NGC7589                    349.5652833   0.261138889    0.02979          130.56    0       42.58              0.686        40.40         1          
  NGC7582           NGC7582                    349.5979167   -42.37055556   0.00525          22.59     0       43.1               0.424        41.34         3          
  NGC7603           NGC7603                    349.7359042   0.243944444    0.0295           129.26    0       43.53              19.112       ---           ---        
  NGC7626           NGC7626                    350.177275    8.217194444    0.01135          49.07     0       40.31              1.066        38.66         2          
  LCRSB232242.2-3   LCRSB232242.2-384320       351.3508333   -38.447        0.03588          157.96    0       43.02              0.009        ---           ---        
  RXJ23273+1524     2MASXJ23272195+1524375     351.8415246   15.41030556    0.04569          202.57    0       43.53              1.222        ---           ---        
  NGC7674           NGC7674                    351.98635     8.779027778    0.0289           126.58    0       44.31              0.963        42.56         3          
  NGC7679           NGC7679                    352.1945958   3.511388889    0.01713          74.37     0       43.08              1.152        41.95         6          
  NGC7682           NGC7682                    352.2663667   3.533361111    0.01713          74.37     0       41.42              1.792        41.75         3          
  2330377+7122464   2MASXJ23303771+7122464     352.6570417   71.37955556    0.03695          162.79    0       42.74              0.014        40.79         10         
  PKS2331-240       PKS2331-240                353.4801575   -23.72802778   0.04767          211.65    0       43.6               1.273        ---           ---        
  NGC-7714          NGC7714                    354.0587417   2.155166667    0.00933          40.27     0       42.25              0.086        ---           ---        
  NGC-7727          NGC7727                    354.9738458   -12.293        0.00623          26.83     0       40.62              0.398        38.50         6          
  UGC12741          UGC12741                   355.4810833   30.58177778    0.01743          75.69     0       42.16              0.324        ---           ---        
  NGC-7743          NGC7743                    356.0880833   9.934166667    0.0057           24.54     0       40.42              2.189        40.20         12         
  NGC-7769          NGC7769                    357.7665417   20.15036111    0.01404          60.82     0       42.55              1.314        ---           ---        
  CGCG455-055       CGCG455-055                357.8080458   20.22952778    0.0435           192.56    0       43.24              0.734        ---           ---        
  NGC-7771          NGC7771                    357.8533542   20.11188889    0.01426          61.78     0       42.84              0.156        41.24         6          
