count2019, Source_Name, RA, Dec, Velo, Date-Obs, Tsys, Int, Rms1, Vlo1, Vhi1, Rms2, Vlo2, Vhi2
3983,123442+491928,188.675,49.3247,8796,2006-10-15,36.3,10,3.4,7374,10231,3.1,9943,12848
3984,NGC4507,188.903,-39.9093,3538,2006-05-21,109.8,40,10.9,2164,4924,?,?,?
3985,123537+035318,188.907,3.88853,11888,2006-11-10,50.7,10,4.4,10438,13352,4.5,13058,16022
3986,MESSIER089,188.916,12.5564,340,2012-11-29,39.8,10,3.9,-1004,1697,?,?,?
3987,J123542-001254,188.927,-0.215167,7007,2013-01-08,39.4,10,4.2,5601,8425,?,?,?
3988,2MASXJ12354871+,188.953,29.1942,19052,2014-01-18,31.6,10,3.3,17534,20584,?,?,?
3989,MCG+07-26-030,188.966,38.3761,3916,2009-12-27,33.3,10,3.1,2539,5306,2.6,5027,7840
3990,NGC-4565,189.087,25.9877,1227,2006-11-02,41.2,5,5.2,-125,2592,5.4,2318,5081
3991,NGC-4567,189.137,11.2586,2268,2008-12-03,47.1,5,5.9,906,3643,5.6,3367,6149
3992,NGC-4568,189.143,11.2386,2255,2005-12-30,48.2,5,6.6,893,3629,10.8,3354,6136
3993,NGC-4568,189.143,11.2386,2255,2005-10-04,109.9,5,15.5,2118,4878,15.2,-322,2392
3994,J123638+242543,189.159,24.4288,6927,2012-12-31,41.1,10,4.2,5522,8344,?,?,?
3995,NGC-4569,189.194,13.18,-234,2005-12-30,46.9,5,5.7,-1574,1117,6.3,846,3582
3996,NGC-4569,189.207,13.1628,-234,2005-10-04,98.2,5,13.8,-369,2344,12.7,-2770,-100
3997,NGC4569,189.208,13.1629,-249,2003-04-28,40.7,12,3.4,-1589,1102,?,?,?
3998,NGC-4570,189.222,7.24781,1730,2008-12-03,44.5,5,5.7,372,3100,5.7,2825,5597
3999,123717-020338,189.324,-2.06058,14390,2008-04-03,46.5,15,3.4,12916,15877,3.2,15579,18591
4000,NGC-4578,189.378,9.55528,2287,2008-12-03,45.7,5,5.7,924,3662,5.7,3386,6169
4001,IC3600,189.421,27.1295,4637,2010-01-10,27.0,10,2.4,3253,6033,2.1,5753,8580
4002,VCC1725,189.422,8.55914,1067,2010-01-10,28.6,10,2.6,-284,2431,2.6,2157,4917
4003,IC3599,189.422,26.7078,6459,2011-02-10,33.6,20,2.3,5059,7872,?,?,?
4004,NGC4579,189.431,11.818,1500,2003-03-07,33.9,30,1.8,144,2868,?,?,?
4005,NGC-4579,189.432,11.8181,1519,2005-10-04,102.7,5,13.8,1383,4129,14.5,-1046,1655
4006,NGC-4579,189.432,11.8181,1519,2005-12-30,47.5,5,6.3,163,2887,6.8,2612,5381
4007,J1237+0522,189.452,5.3685,1036,2014-11-15,46.9,10,5.4,-314,2399,?,?,?
4008,J1238+4820,189.517,48.3451,9145,2015-02-16,38.7,10,3.9,7809,10493,?,?,?
4009,123805+012839,189.521,1.47775,1843,2006-11-10,59.1,10,5.1,484,3214,5.1,2939,5713
4010,J1238+0419,189.618,4.31914,780,2014-11-15,47.3,10,5.5,-568,2141,?,?,?
4011,ESO506-027,189.727,-27.3078,7502,2006-05-23,62.1,25,4.4,6092,8925,?,?,?
4012,J1239-1610,189.776,-16.18,10995,2006-05-21,48.8,40,2.7,9553,12451,?,?,?
4013,NGC4592,189.828,-0.531972,1069,2010-01-10,32.1,10,2.8,-282,2433,3.0,2159,4919
4014,123918-214933,189.829,-21.8258,8148,2008-11-29,44.0,10,4.3,6732,9577,4.2,9290,12183
4015,J1239+1635,189.899,16.5879,7796,2015-01-09,49.0,10,5.0,6383,9221,?,?,?
4016,J123939+071007,189.913,7.16878,7251,2015-01-11,37.0,10,4.0,5843,8671,?,?,?
4017,NGC4593,189.914,-5.34428,2698,2016-04-09,66.5,10,7.2,1417,3990,?,?,?
4018,NGC4593,189.914,-5.34422,2698,2008-04-07,47.7,10,4.2,1332,4077,4.2,3800,6591
4019,KUG1237+405,189.938,40.2469,16124,2009-12-27,29.7,10,2.6,14634,17628,2.4,17326,20372
4020,123950-230440,189.962,-23.0777,5776,2009-01-30,51.4,10,4.9,4382,7183,4.5,6901,9748
4021,J1239+3458,189.965,34.9749,12918,2015-02-16,37.4,10,3.6,11549,14299,?,?,?
4022,NGC-4605,189.997,61.6092,143,2008-03-18,59.8,5,7.5,-1200,1498,8.2,1227,3970
4023,MESSIER104,189.998,-11.6231,1024,2012-11-06,37.5,10,4.0,-326,2387,?,?,?
4024,124042-201841,190.178,-20.3114,8223,2008-11-29,44.4,10,4.3,6806,9652,4.1,9366,12260
4025,IC-3651,190.22,26.7281,4736,2008-03-26,49.4,10,4.7,3351,6133,4.0,5853,8681
4026,124053+010030,190.223,1.00833,6895,2006-03-19,33.7,10,3.4,5490,8312,2.9,8028,10897
4027,124053.6+010030,190.223,1.00833,6875,2012-02-28,40.7,10,5.2,5471,8292,?,?,?
4028,J1240+0803,190.229,8.0565,14347,2015-01-10,31.0,10,3.2,12874,15834,?,?,?
4029,HARO31,190.244,27.9758,9417,2010-01-10,23.1,10,2.0,7989,10858,2.1,10569,13485
4030,2MASXJ12410364-,190.265,-1.28603,19462,2013-12-30,57.3,10,7.1,17940,20998,?,?,?
4031,NGC-4617,190.274,50.3935,4655,2008-10-31,45.8,5,6.1,3271,6051,5.9,5771,8598
4032,NGC-4608,190.307,10.1564,1823,2008-12-03,46.5,5,5.7,465,3193,5.6,2919,5693
4033,J124113+223541,190.308,22.595,8610,2013-01-02,42.8,10,4.4,7190,10043,?,?,?
4034,124120+300718,190.334,30.1218,8132,2008-02-03,38.4,10,3.6,6716,9561,3.2,9274,12166
4035,J1241+1343,190.356,13.7296,6128,2014-11-03,75.3,10,8.9,4731,7538,?,?,?
4036,NGC-4614,190.381,26.0431,4817,2008-10-31,41.5,5,5.5,3431,6215,4.8,5935,8764
4037,NGC4615,190.405,26.0727,4716,2010-01-10,27.0,10,2.4,3331,6113,2.1,5833,8661
4038,J124144+350345,190.436,35.0627,6928,2013-01-03,36.2,10,3.9,5523,8346,?,?,?
4039,NGC4631,190.533,32.5414,606,2010-01-26,41.4,10,3.4,-741,1965,4.0,1693,4444
4040,NGC4631,190.533,32.5414,606,2010-01-11,31.6,10,2.8,-741,1965,3.0,1693,4444
4041,NGC4628,190.605,-6.97117,2828,2012-11-06,36.6,10,4.0,1460,4208,?,?,?
4042,NGC-4632,190.637,-0.0797222,1718,2005-12-30,56.2,5,7.1,361,3087,8.0,2813,5585
4043,2MASXJ12423600+,190.65,78.1222,6625,2013-05-03,76.7,8,9.0,5223,8040,?,?,?
4044,NGC4633,190.656,14.3571,291,2010-01-10,27.1,30,1.4,-1053,1648,?,?,?
4045,J124240+141744,190.671,14.2959,297,2015-01-09,51.8,10,5.4,-1047,1654,?,?,?
4046,LCRSB124008.5-0,190.679,-3.176,19868,2013-12-30,59.6,10,6.1,18343,21408,?,?,?
4047,NGC4636,190.708,2.68775,938,2013-12-20,60.5,10,6.4,-411,2300,?,?,?
4048,NGC4639,190.719,13.2569,300,2016-03-31,61.0,10,5.9,-960,1572,?,?,?
4049,124303-011657,190.762,-1.28272,7195,2006-03-19,33.9,10,3.3,5788,8615,2.9,8330,11205
4050,NGC-4643,190.834,1.97833,1399,2005-12-30,56.7,5,7.3,44,2766,7.5,2492,5258
4051,J124321+111212,190.84,11.2034,8428,2013-05-03,46.7,10,4.9,7010,9860,?,?,?
4052,124329+292800,190.869,29.4667,9356,2008-01-13,36.6,5,4.8,7929,10796,4.5,10507,13423
4053,124329+292800,190.87,29.4668,9356,2008-02-15,42.4,10,3.7,7929,10796,3.6,10507,13423
4054,IC3704,190.94,10.7701,8694,2009-12-16,27.5,10,2.3,7273,10128,2.4,9840,12743
4055,MRK220,190.95,54.8961,4933,2009-12-27,33.7,10,2.9,3546,6332,2.6,6051,8883
4056,J124351+130813,190.967,13.1368,900,2015-01-11,38.0,10,4.0,-449,2262,?,?,?
4057,124408+483839,191.036,48.6444,4676,2006-10-15,38.1,10,3.6,3292,6073,3.1,5793,8620
4058,J124437-100459,191.157,-10.0831,2392,2015-01-11,42.0,10,4.5,1028,3768,?,?,?
4059,J124442+404044,191.178,40.679,5039,2013-01-03,36.6,10,3.8,3652,6439,?,?,?
4060,IC3730,191.277,21.1695,6697,2010-01-10,25.9,10,2.5,5294,8112,2.1,7828,10693
4061,12450791-082305,191.283,-8.38472,7894,2010-10-29,42.0,10,3.8,6480,9320,3.5,9034,11922
4062,NGC-4666,191.286,-0.461889,1520,2005-12-30,52.8,5,7.2,164,2888,6.6,2613,5382
4063,2MASXJ12453537+,191.397,28.762,6983,2012-11-17,34.8,10,3.9,5578,8401,?,?,?
4064,eso507-g007,191.427,-26.2436,5285,2003-03-23,45.9,28,2.7,3895,6687,?,?,?
4065,PG1244+026,191.647,2.36886,14443,2011-02-09,32.5,20,2.2,12969,15931,?,?,?
4066,NGC4686,191.666,54.5342,5017,2008-02-15,40.3,10,3.8,3630,6417,3.4,6136,8970
4067,J1246+0951,191.693,9.85053,7140,2014-11-03,75.3,9,8.4,5733,8559,?,?,?
4068,NGC4685,191.797,19.4644,6750,2009-12-30,30.4,10,2.9,5347,8166,2.4,7882,10748
4069,NGC4684,191.823,-2.7275,1570,2009-12-16,32.6,10,3.0,214,2938,3.0,2664,5433
4070,J1247+3037,191.894,30.6201,7991,2015-02-16,41.3,10,4.2,6665,9329,?,?,?
4071,NGC-4689,191.941,13.7641,1619,2008-10-31,54.8,5,7.1,262,2988,6.9,2713,5483
4072,NGC4691,192.057,-3.33278,1110,2009-12-16,32.3,10,2.8,-241,2474,3.0,2200,4961
4073,J124815+105901,192.063,10.9834,1160,2015-01-10,32.8,10,3.4,-191,2524,?,?,?
4074,NGC4698,192.095,8.4875,1009,2012-11-24,41.2,10,4.5,-341,2372,?,?,?
4075,NGC-4711,192.191,35.3328,4062,2008-05-29,52.8,10,5.1,2683,5453,5.0,5174,7990
4076,124858+403545,192.245,40.5959,4910,2007-04-03,51.3,10,4.5,3524,6309,4.7,6028,8860
4077,IRAS12468-1107,192.375,-11.4009,14447,2016-02-09,57.4,9,5.9,13065,15842,?,?,?
4078,IRAS12468-1107,192.375,-11.401,14447,2016-04-09,58.5,13,5.9,13065,15842,?,?,?
4079,NGC-4712,192.394,25.4703,4384,2008-03-26,49.9,10,4.8,3002,5778,4.5,5498,8320
4080,J1249+1316,192.469,13.2735,9181,2014-11-03,71.1,9,7.9,7756,10619,?,?,?
4081,12495294+803619,192.471,80.6055,10068,2010-10-30,39.9,10,3.5,8634,11515,3.8,11225,14154
4082,NGC-4750,192.53,72.8745,1614,2005-12-28,92.5,5,12.4,257,2983,12.0,2708,5478
4083,2MASXJ12501385+,192.558,7.57919,11407,2010-01-10,26.2,10,2.5,9961,12866,2.5,12573,15528
4084,NGC-4725,192.611,25.5007,1206,2006-11-02,40.4,5,5.5,-146,2571,5.5,2297,5060
4085,SDSSJ12504+0013,192.614,0.229444,14050,2016-02-09,50.8,9,5.1,12671,15441,?,?,?
4086,125028-265033,192.62,-26.8425,3168,2009-01-30,57.0,10,5.7,1797,4551,5.4,4273,7072
4087,SDSSJ12507-0249,192.677,-2.82533,14151,2016-02-09,48.9,9,5.0,12771,15543,?,?,?
4088,NGC4736,192.721,41.1206,308,2010-12-21,42.4,8,4.3,-1036,1665,3.8,1393,4139
4089,NGC4736,192.721,41.1204,308,2012-03-10,38.0,10,4.1,-1036,1665,?,?,?
4090,125112+045132,192.804,4.85906,7507,2006-11-10,54.9,10,5.1,6097,8930,4.9,8644,11525
4091,125130+314852,192.873,31.8144,7339,2008-02-03,40.1,10,3.4,5931,8760,3.6,8475,11352
4092,IC3834,192.885,-14.2214,4391,2016-02-09,62.4,10,6.2,3096,5698,?,?,?
4093,NGC4748,193.052,-13.4147,4386,2009-12-16,35.2,10,3.4,3004,5780,2.9,5500,8322
4094,2MASXJ12521769+,193.074,27.0856,6287,2012-11-17,35.4,10,3.6,4888,7698,?,?,?
4095,NGC-4754,193.074,11.3136,1396,2008-10-31,56.3,5,7.4,41,2763,7.3,2489,5255
4096,ESO575-IG016NED,193.152,-21.9108,6895,2012-11-06,41.2,10,4.1,5490,8312,?,?,?
4097,125251-023002,193.214,-2.50081,14090,2008-04-03,46.2,15,3.4,12619,15575,3.1,15277,18283
4098,NGC4762,193.239,11.232,984,2003-03-16,52.9,5,7.0,-366,2347,?,?,?
4099,J125314+042748,193.31,4.46311,716,2015-01-10,33.5,10,3.4,-632,2076,?,?,?
4100,NGC4772,193.372,2.16833,1040,2012-05-11,51.7,10,5.5,-311,2404,?,?,?
4101,125333+033814,193.391,3.63722,14689,2008-04-03,44.8,15,3.4,13212,16179,3.0,15880,18898
4102,125335.8+093216,193.399,9.53778,7169,2012-02-28,38.0,9,4.3,5762,8589,?,?,?
4103,NGC-4779,193.462,9.70911,2829,2008-10-31,57.5,5,7.5,1461,4209,6.8,3932,6725
4104,NGC-4793,193.671,28.9375,2494,2008-03-26,50.8,5,6.1,1129,3871,6.2,3595,6381
4105,125441+492219,193.672,49.3721,9250,2006-10-15,36.2,10,3.4,7824,10689,3.0,10400,13314
4106,UGC8040,193.681,58.7764,2515,2009-12-27,34.8,10,3.2,1150,3892,2.9,3616,6403
4107,NGC-4795,193.763,8.06692,2781,2008-10-31,59.8,5,7.3,1414,4160,7.5,3884,6675
4108,NGC-4814,193.841,58.3441,2513,2008-03-18,61.6,5,8.1,1148,3890,7.4,3614,6401
4109,J1255+6336,193.975,63.6116,2764,2015-03-12,40.8,7,6.5,1482,4057,?,?,?
4110,1255590-0804320,193.996,-8.07556,4008,2010-11-12,38.3,10,3.6,2630,5398,?,?,?
4111,1255590+8016110,193.996,80.2697,10223,2010-11-12,35.5,10,3.3,8788,11671,3.2,11381,14313
4112,J1256-0804,193.999,-8.07606,4003,2010-12-24,32.5,38,2.0,2625,5393,?,?,?
4113,J1256-0804,193.999,-8.076,4003,2013-03-20,37.7,10,4.0,2625,5393,?,?,?
4114,J1256-0804,193.999,-8.076,4003,2016-02-09,66.7,10,7.0,2711,5306,?,?,?
4115,125604+282605,194.015,28.4348,7573,2008-02-03,39.0,10,3.5,6162,8996,3.5,8711,11593
4116,Mrk231,194.059,56.8737,12642,2013-03-20,33.2,8,3.9,11184,14113,?,?,?
4117,2MASXJ12561908+,194.08,2.19908,18955,2013-12-24,48.4,10,5.1,17438,20486,?,?,?
4118,J125620+052835,194.085,5.47647,7265,2014-01-03,42.6,10,4.6,5857,8685,?,?,?
4119,NGC4813,194.15,-6.81778,1394,2012-05-11,54.8,10,5.6,39,2761,?,?,?
4120,NGC-4826,194.182,21.6811,408,2006-11-02,39.2,5,5.3,-937,1766,5.5,1493,4241
4121,NGC4837,194.205,48.2986,8450,2009-12-27,29.2,10,2.6,7031,9881,2.3,9594,12493
4122,2MASXj125710-17,194.295,-17.2628,14413,2016-03-18,47.9,10,5.0,13031,15808,?,?,?
4123,125801+013433,194.505,1.57583,1199,2008-04-03,48.5,15,3.5,-153,2564,3.2,2290,5053
4124,J125805+281433,194.523,28.2426,7196,2012-12-31,41.2,10,4.2,5789,8616,?,?,?
4125,J125809+284230,194.539,28.7086,7610,2012-12-31,41.1,10,4.2,6199,9034,?,?,?
4126,J1258+2822,194.635,28.378,5966,2014-11-15,42.8,10,4.5,4570,7374,?,?,?
4127,2MASXJ12585813+,194.742,2.97567,15822,2013-12-20,50.2,10,5.2,14335,17323,?,?,?
4128,NGC4861,194.76,34.8594,833,2010-01-26,38.5,5,4.5,-516,2194,5.3,1921,4677
4129,NGC4861,194.76,34.8594,833,2010-01-29,32.4,10,2.8,-516,2194,2.8,1921,4677
4130,NGC-4868,194.787,37.3103,4665,2008-05-29,52.2,10,5.2,3281,6062,4.5,5782,8609
4131,J125913+355119,194.805,35.8553,8346,2013-01-03,36.4,10,3.7,6928,9776,?,?,?
4132,J125916+270622,194.819,27.1062,8386,2013-01-02,41.7,10,4.3,6968,9817,?,?,?
4133,1259227+2601345,194.844,26.0263,6076,2010-12-24,29.1,10,2.8,4679,7485,3.2,7203,10056
4134,J1259+5917,194.862,59.2932,2859,2015-03-12,39.2,2,8.2,1577,4153,?,?,?
4135,125939+532028,194.916,53.3413,8292,2006-10-15,36.7,10,3.5,6875,9722,3.1,9435,12331
4136,J125947+214847,194.947,21.8132,7154,2013-01-02,43.0,10,4.6,5748,8574,?,?,?
4137,2MASXJ12595224-,194.968,-25.2783,14538,2012-11-06,38.9,10,4.2,13063,16027,?,?,?
4138,MRK0235,195.009,33.4374,7199,2010-01-10,24.4,10,2.4,5792,8619,1.9,8334,11209
4139,MARK236,195.083,61.6549,14895,2016-03-29,50.7,10,4.8,13509,16294,?,?,?
4140,J130035+273427,195.149,27.5742,5099,2012-12-31,41.7,10,4.5,3710,6499,?,?,?
4141,J1300+3620,195.178,36.3456,8331,2015-04-23,118.1,3,25.0,7002,9672,?,?,?
4142,J1300+3620,195.178,36.3455,8331,2015-04-28,70.6,6,20.6,7002,9672,?,?,?
4143,NGC4897,195.221,-13.4497,2554,2012-05-11,59.3,10,6.4,1189,3931,?,?,?
4144,SDSSJ13009-0120,195.227,-1.34636,6900,2016-02-09,51.1,7,5.8,5583,8228,?,?,?
4145,130105.0+094525,195.271,9.75681,8230,2012-02-28,38.5,9,4.1,6813,9659,?,?,?
4146,1258-3208,195.3,-32.3835,9397,2004-01-30,62.0,32,3.5,7970,10837,?,?,?
4147,NGC4922B,195.316,29.3061,7056,2004-01-29,37.3,36,2.2,5650,8475,?,?,?
4148,130117+535139,195.321,53.8609,8961,2006-10-15,36.5,10,3.4,7538,10397,3.2,10109,13017
4149,130117+535139,195.321,53.8609,8961,2012-03-10,38.3,10,4.1,7538,10397,?,?,?
4150,NGC4903,195.345,-30.935,4935,2012-11-13,51.1,10,5.9,3548,6334,?,?,?
4151,NGC4922A,195.352,29.3083,7153,2003-10-31,45.2,20,2.7,5746,8572,?,?,?
4152,NGC4922B,195.355,29.3139,7056,2003-10-31,46.2,44,2.1,5650,8475,?,?,?
4153,130125+291849,195.355,29.3137,7011,2007-04-06,36.7,10,3.5,5605,8429,3.2,8145,11016
4154,130125+291849,195.355,29.3138,7011,2007-04-03,51.2,10,5.1,5605,8429,4.4,8145,11016
4155,J130134+372310,195.392,37.3862,7037,2013-01-03,36.5,10,3.8,5631,8455,?,?,?
4156,130143+295537,195.433,29.9268,9216,2007-04-03,49.4,10,4.5,7790,10655,4.4,10366,13279
4157,130158+400100,195.493,40.0167,11198,2007-12-14,34.5,10,3.0,9754,12655,2.8,12363,15313
4158,130237+051108,195.658,5.18564,0,2006-02-15,37.9,2,8.2,-1341,1354,?,?,?
4159,Mrk783,195.745,16.4075,20146,2011-02-09,31.1,20,2.1,18618,21688,?,?,?
4160,CGCG015-059,195.817,1.46858,12264,2007-03-31,53.4,15,4.0,10810,13731,?,?,?
4161,NPM1G-13.0407,195.843,-13.6927,14000,2016-03-18,46.3,10,4.7,12622,15391,?,?,?
4162,J1303+5343,195.92,53.7233,8286,2015-04-23,110.0,3,21.5,6957,9627,?,?,?
4163,SBS1301+540,195.998,53.7917,8964,2013-03-20,34.6,10,3.5,7541,10400,?,?,?
4164,NGC4941,196.02,-5.54247,1108,2004-01-30,43.4,28,2.3,-243,2472,?,?,?
4165,NGC4941,196.055,-5.55158,1108,2013-03-20,38.2,9,4.1,-243,2472,?,?,?
4166,NGC4941,196.055,-5.55128,1100,2003-03-09,54.9,30,3.0,-251,2464,?,?,?
4167,NGC4939,196.06,-10.3397,3110,2013-03-09,86.0,9,11.2,1740,4492,?,?,?
4168,NGC4939,196.06,-10.3396,3110,2013-03-20,39.0,10,4.0,1740,4492,?,?,?
4169,130424+362848,196.103,36.4799,6963,2008-02-03,40.3,10,3.7,5558,8381,3.5,8096,10966
4170,J1304+3626,196.241,36.4395,6862,2015-04-22,80.2,8,9.4,5545,8190,?,?,?
4171,NGC-4956,196.254,35.1781,4750,2008-05-29,52.8,10,5.2,3365,6147,4.6,5867,8696
4172,130502+533914,196.262,53.6539,8745,2006-10-15,36.5,10,3.3,7324,10179,3.2,9892,12796
4173,130507-282347,196.283,-28.3964,9461,2009-01-30,58.7,10,5.8,8033,10902,5.4,10613,13530
4174,130516+565919,196.317,56.9888,8391,2006-11-04,37.9,10,3.5,6973,9822,10.6,9535,12432
4175,130546+014043,196.443,1.67864,14090,2008-04-03,45.6,15,3.2,12619,15575,3.0,15277,18283
4176,130549-033825,196.456,-3.64036,14090,2008-04-03,48.2,15,3.4,12619,15575,3.3,15277,18283
4177,130558+035723,196.494,3.95644,6997,2006-11-10,55.8,10,5.6,5592,8415,5.1,8131,11001
4178,SDSSJ13062+5857,196.563,58.9593,8700,2016-03-29,58.8,9,6.1,7368,10044,?,?,?
4179,NGC4966,196.572,29.0628,7038,2012-03-10,37.5,10,4.0,5632,8456,?,?,?
4180,130617+533907,196.574,53.6521,9002,2006-11-04,37.5,10,3.3,7578,10439,3.3,10151,13059
4181,SDSSJ13063-0140,196.6,-1.67581,6000,2016-03-31,64.4,10,6.1,4691,7321,?,?,?
4182,ESO323-077,196.609,-40.4146,4501,2006-05-23,98.9,25,8.1,3118,5896,?,?,?
4183,130705-234037,196.775,-23.6769,2958,2008-11-29,50.7,20,3.4,1589,4339,3.2,4062,6857
4184,NGC4968,196.775,-23.677,2957,2011-01-07,42.7,10,3.9,1588,4338,3.9,4061,6856
4185,NGC4968,196.775,-23.6771,2957,2009-01-08,47.5,115,1.4,1588,4338,?,?,?
4186,UGC08203,196.851,32.8627,5299,2004-01-28,33.0,32,1.7,3909,6701,?,?,?
4187,J1307+5237,196.853,52.621,7846,2015-03-28,43.6,8,4.6,6521,9183,?,?,?
4188,130727.9+044546,196.866,4.76283,14058,2014-01-03,39.4,10,3.8,12587,15542,?,?,?
4189,J1307+1747,196.912,17.7935,9445,2015-01-08,33.1,10,3.4,8017,10886,?,?,?
4190,130750+031140,196.962,3.19467,11556,2006-11-10,51.6,10,4.4,10109,13017,4.4,12724,15681
4191,KUG1305+351,196.98,34.9194,7106,2010-01-29,30.6,10,3.0,5700,8525,2.4,8240,11113
4192,130804-234749,197.018,-23.7969,2964,2009-01-23,55.8,10,5.5,1595,4345,4.9,4068,6863
4193,2MASXJ13081667+,197.069,1.66186,17367,2013-12-24,49.4,9,5.6,15865,18883,?,?,?
4194,NGC-4986,197.102,35.2064,4794,2008-05-29,53.4,10,5.1,3409,6192,4.6,5912,8741
4195,130837+434415,197.158,43.7375,10729,2006-11-05,41.2,10,3.6,9289,12182,3.5,11890,14832
4196,130842-242258,197.175,-24.3828,4239,2008-11-29,49.8,10,4.7,2859,5632,4.6,5352,8171
4197,130850-004902,197.209,-0.817417,5396,2006-02-15,39.0,10,3.6,4005,6799,3.4,6518,9358
4198,130855-004805,197.231,-0.801611,5696,2006-02-15,39.2,10,3.8,4303,7102,3.4,6820,9666
4199,NGC4992,197.273,11.6341,7536,2006-05-21,45.3,40,2.6,6126,8959,?,?,?
4200,NGC4992,197.273,11.6342,7541,2009-01-10,53.1,20,3.5,6131,8964,3.3,8679,11560
4201,130910+424605,197.294,42.7681,11392,2006-11-05,40.1,10,3.9,9946,12851,3.7,12558,15513
4202,130911+461858,197.297,46.3162,10622,2006-11-05,42.1,10,3.9,9183,12074,3.7,11783,14722
4203,J130930+285909,197.378,28.986,6194,2013-01-02,42.5,10,4.7,4796,7605,?,?,?
4204,J130947+285425,197.448,28.907,5597,2013-01-02,41.6,10,4.2,4204,7002,?,?,?
4205,J1310+1943,197.501,19.7184,3840,2014-11-15,44.5,10,4.4,2463,5229,?,?,?
4206,UGC08250,197.584,32.482,5290,2004-01-28,34.8,32,1.8,3900,6692,?,?,?
4207,J131027+182616,197.61,18.4398,3572,2015-01-08,34.4,10,3.5,2198,4958,?,?,?
4208,NGC5005,197.735,37.0589,950,2003-04-27,45.1,28,2.7,-400,2313,?,?,?
4209,J131101+293442,197.757,29.5784,7268,2013-12-30,63.3,10,6.9,5860,8689,?,?,?
4210,J1311+1356,197.808,13.9424,6751,2015-01-08,33.8,10,5.0,5348,8167,?,?,?
4211,2MASXJ13113272-,197.886,-1.80397,19101,2013-12-24,47.6,8,5.6,17583,20633,?,?,?
4212,J1311+4719,197.93,47.3325,8559,2015-04-23,86.5,5,13.9,7228,9902,?,?,?
4213,131206+461146,198.026,46.1962,8442,2006-11-05,43.5,10,4.1,7023,9873,3.8,9586,12484
4214,J131211+044641,198.047,4.77822,7205,2014-01-03,42.2,10,4.3,5798,8625,?,?,?
4215,J131225+283215,198.108,28.5378,6370,2013-12-30,67.1,8,7.6,4971,7782,?,?,?
4216,J131229+340321,198.123,34.0559,10162,2013-01-03,36.1,10,3.6,8727,11609,?,?,?
4217,NGC-5020,198.168,12.5997,3359,2008-10-31,55.2,5,7.6,1987,4744,6.8,4466,7268
4218,J1313+5113,198.263,51.2316,7535,2015-03-28,43.4,8,4.7,6213,8869,?,?,?
4219,IISZ10,198.274,-11.1284,10200,2016-03-18,47.5,10,4.8,8855,11557,?,?,?
4220,SDSSJ13130+0127,198.274,1.46556,8700,2016-03-31,61.7,5,8.6,7368,10044,?,?,?
4221,NGC-5033,198.365,36.594,878,2006-11-27,52.9,8,5.6,-471,2240,5.3,1967,4723
4222,J1313+4520,198.372,45.3358,7191,2014-12-14,61.2,5,9.1,5784,8611,?,?,?
4223,J1313+4520,198.372,45.3359,7191,2015-03-28,44.0,9,4.5,5872,8522,?,?,?
4224,J131335+290735,198.397,29.1266,5987,2013-12-30,66.1,10,7.4,4590,7395,?,?,?
4225,131350-033622,198.462,-3.60622,8094,2006-02-15,39.5,10,3.7,6679,9522,3.5,9236,12127
4226,131352+020757,198.468,2.13253,8993,2006-02-15,38.0,10,3.5,7569,10430,3.3,10141,13050
4227,131357+454216,198.492,45.7045,7564,2006-11-05,45.6,10,4.2,6153,8987,3.8,8702,11583
4228,131407+300054,198.53,30.015,10538,2008-01-13,37.5,5,4.9,9100,11989,4.6,11698,14636
4229,131407+300054,198.53,30.0151,10538,2008-02-15,41.4,10,3.5,9100,11989,3.6,11698,14636
4230,131408-002628,198.536,-0.441083,11797,2006-11-05,41.4,10,3.3,10347,13260,3.8,12966,15929
4231,J1314+5555,198.54,55.9251,9707,2015-04-23,59.2,10,5.9,8366,11060,?,?,?
4232,LCRSB131157.3-0,198.635,-3.59003,15380,2013-12-20,53.5,9,20.2,13897,16877,?,?,?
4233,131459+511622,198.749,51.2725,7463,2008-02-07,50.2,20,3.2,6053,8885,3.0,8600,11480
4234,J131508+302413,198.784,30.4038,6946,2013-12-30,62.2,10,6.6,5541,8364,?,?,?
4235,J131509+293810,198.789,29.6363,6746,2013-12-30,62.2,10,6.2,5343,8162,?,?,?
4236,131513+442426,198.808,44.4074,10627,2006-11-05,43.8,10,3.9,9188,12079,3.7,11788,14727
4237,UGC8327,198.815,44.4072,11002,2013-03-02,40.9,15,3.7,9560,12457,?,?,?
4238,UGC08327NED02,198.822,44.4071,10958,2013-03-20,33.5,10,3.6,9516,12413,?,?,?
4239,131526-024032,198.86,-2.67564,8094,2008-04-03,50.2,15,3.9,6679,9522,3.5,9236,12128
4240,131612+340347,199.05,34.063,9460,2008-02-15,39.4,10,3.4,8032,10901,3.4,10612,13529
4241,131612+340347,199.051,34.063,9460,2008-01-13,38.6,5,4.8,8032,10901,4.8,10612,13529
4242,MRK1477,199.061,41.4944,6218,2009-12-27,31.6,10,3.1,4820,7629,2.6,7346,10202
4243,J1316+2524,199.07,25.4052,3883,2014-11-15,43.9,10,4.7,2506,5272,?,?,?
4244,J1316+3040,199.085,30.6784,5667,2015-02-16,41.6,10,4.2,4361,6985,?,?,?
4245,131659+053924,199.249,5.65681,9879,2006-11-10,53.1,10,4.8,8447,11324,4.6,11034,13960
